shipment_id,order_id,carrier_name,tracking_number,shipping_method,shipping_status,shipping_date,estimated_delivery_date,actual_delivery_date,shipping_address_id,shipping_cost,weight_kg
ship_000691,ord_963504,UPS,TRK968953307,economy,in_transit,2026-04-16 22:32:19,2026-04-21 22:32:19,2026-04-21 22:32:19,addr_9432,22.09,17.8
ship_000692,ord_281099,UPS,TRK842733879,overnight,pending_pickup,2026-04-07 14:06:34,2026-04-13 14:06:34,2026-04-13 14:06:34,addr_3724,40.16,0.53
ship_000693,ord_515947,Aramex,TRK219869800,overnight,in_transit,2026-04-19 04:59:59,2026-04-21 04:59:59,2026-04-21 04:59:59,addr_1217,47.52,14.53
ship_000694,ord_168535,UPS,TRK571982828,overnight,pending_pickup,2026-04-08 08:16:13,2026-04-13 08:16:13,2026-04-13 08:16:13,addr_5284,25.82,0.52
ship_000695,ord_604956,USPS,TRK749875105,economy,delivered,2026-04-18 06:26:54,2026-04-21 06:26:54,2026-04-21 06:26:54,addr_1527,38.84,2.81
ship_000696,ord_198595,UPS,TRK409767141,express,in_transit,2026-04-16 02:26:58,2026-04-23 02:26:58,2026-04-23 02:26:58,addr_9962,20.03,4.62
ship_000697,ord_369741,UPS,TRK123333802,standard,pending_pickup,2026-04-21 17:16:04,2026-04-28 17:16:04,,addr_1002,42.89,16.56
ship_000698,ord_853788,DHL,TRK147821754,express,shipped,2026-04-10 10:34:39,2026-04-14 10:34:39,2026-04-14 10:34:39,addr_3391,31.5,14.41
ship_000699,ord_824316,Aramex,TRK178844480,standard,returned,2026-04-19 22:19:20,2026-04-25 22:19:20,2026-04-25 22:19:20,addr_1108,18.86,6.14
ship_000700,ord_240627,UPS,TRK711193597,express,returned,2026-04-22 12:54:36,2026-04-25 12:54:36,2026-04-25 12:54:36,addr_3440,15.24,9.5
ship_000701,ord_695417,DHL,TRK720774854,standard,shipped,2026-04-16 23:55:14,2026-04-22 23:55:14,2026-04-22 23:55:14,addr_1266,27.21,4.0
ship_000702,ord_370370,Aramex,TRK987499407,economy,shipped,2026-04-15 18:10:48,2026-04-20 18:10:48,2026-04-20 18:10:48,addr_6697,34.33,11.77
ship_000703,ord_754974,FedEx,TRK229658690,express,delivered,2026-04-16 02:37:35,2026-04-22 02:37:35,2026-04-22 02:37:35,addr_4617,42.62,3.06
ship_000704,ord_605435,UPS,TRK593340515,overnight,shipped,2026-04-17 13:23:04,2026-04-20 13:23:04,2026-04-20 13:23:04,addr_5921,35.33,11.16
ship_000705,ord_354862,USPS,TRK660690717,overnight,pending_pickup,2026-04-13 04:35:48,2026-04-20 04:35:48,2026-04-20 04:35:48,addr_7527,30.2,2.11
ship_000706,ord_552387,DHL,TRK434000939,standard,delivered,2026-04-09 11:28:50,2026-04-11 11:28:50,,addr_3204,44.01,13.66
ship_000707,ord_506900,Aramex,TRK171719141,express,pending_pickup,2026-04-17 02:11:47,2026-04-21 02:11:47,,addr_3398,34.98,2.02
ship_000708,ord_907387,UPS,TRK819713671,overnight,shipped,2026-04-20 14:34:24,2026-04-23 14:34:24,2026-04-23 14:34:24,addr_2911,43.13,2.78
ship_000709,ord_617849,DHL,TRK565610075,standard,delivered,2026-04-14 12:09:06,2026-04-17 12:09:06,2026-04-17 12:09:06,addr_4330,19.53,14.89
ship_000710,ord_881311,UPS,TRK153498372,express,returned,2026-04-08 14:25:27,2026-04-14 14:25:27,2026-04-14 14:25:27,addr_1687,29.61,9.72
ship_000711,ord_136236,DHL,TRK879900221,overnight,in_transit,2026-04-10 07:46:38,2026-04-14 07:46:38,2026-04-14 07:46:38,addr_2616,27.46,7.54
ship_000712,ord_771589,FedEx,TRK430491557,standard,in_transit,2026-04-25 02:47:17,2026-04-28 02:47:17,2026-04-28 02:47:17,addr_4946,12.84,18.84
ship_000713,ord_295529,UPS,TRK356500465,overnight,returned,2026-04-15 07:45:51,2026-04-20 07:45:51,2026-04-20 07:45:51,addr_8107,46.93,6.38
ship_000714,ord_536537,Aramex,TRK694598590,economy,shipped,2026-04-19 07:42:50,2026-04-21 07:42:50,,addr_8923,36.89,5.13
ship_000715,ord_189119,FedEx,TRK804097729,standard,in_transit,2026-04-14 06:53:49,2026-04-18 06:53:49,2026-04-18 06:53:49,addr_3220,7.73,2.62
ship_000716,ord_672179,USPS,TRK841360335,express,returned,2026-04-24 12:23:33,2026-04-26 12:23:33,2026-04-26 12:23:33,addr_2421,26.99,12.53
ship_000717,ord_964729,FedEx,TRK378017060,economy,delivered,2026-04-22 02:51:20,2026-04-28 02:51:20,2026-04-28 02:51:20,addr_3831,12.84,1.91
ship_000718,ord_787570,DHL,TRK494874199,express,returned,2026-04-14 02:38:40,2026-04-16 02:38:40,2026-04-16 02:38:40,addr_1068,43.38,1.18
ship_000719,ord_433696,USPS,TRK278247033,standard,in_transit,2026-04-16 22:54:23,2026-04-22 22:54:23,2026-04-22 22:54:23,addr_3212,17.83,0.83
ship_000720,ord_942407,Aramex,TRK101016549,economy,pending_pickup,2026-04-07 06:36:32,2026-04-14 06:36:32,2026-04-14 06:36:32,addr_8950,31.05,0.81
ship_000721,ord_261384,Aramex,TRK901601412,express,delivered,2026-04-07 07:57:35,2026-04-11 07:57:35,2026-04-11 07:57:35,addr_5368,5.78,4.62
ship_000722,ord_489052,Aramex,TRK254234911,standard,shipped,2026-04-06 01:45:18,2026-04-10 01:45:18,,addr_7874,20.17,1.29
ship_000723,ord_194856,UPS,TRK291343630,express,shipped,2026-04-10 09:50:26,2026-04-16 09:50:26,,addr_4123,43.7,19.86
ship_000724,ord_445424,USPS,TRK783925141,standard,in_transit,2026-04-18 16:32:03,2026-04-24 16:32:03,2026-04-24 16:32:03,addr_5264,35.32,10.89
ship_000725,ord_222575,DHL,TRK570062448,economy,in_transit,2026-04-07 13:57:24,2026-04-14 13:57:24,2026-04-14 13:57:24,addr_1049,37.83,4.18
ship_000726,ord_751428,Aramex,TRK564138934,economy,delivered,2026-04-13 10:02:00,2026-04-19 10:02:00,2026-04-19 10:02:00,addr_4053,34.46,0.5
ship_000727,ord_394511,USPS,TRK474226797,economy,pending_pickup,2026-04-15 16:37:25,2026-04-17 16:37:25,2026-04-17 16:37:25,addr_8384,43.62,15.67
ship_000728,ord_714471,DHL,TRK405304092,standard,shipped,2026-04-16 10:27:48,2026-04-21 10:27:48,,addr_2092,42.56,13.18
ship_000729,ord_507052,DHL,TRK521573376,standard,delivered,2026-04-10 08:52:11,2026-04-14 08:52:11,,addr_9128,45.47,3.96
ship_000730,ord_772457,Aramex,TRK530854557,economy,in_transit,2026-04-06 22:26:22,2026-04-10 22:26:22,,addr_2955,18.94,4.32
ship_000731,ord_129709,DHL,TRK491790231,economy,returned,2026-04-24 22:30:51,2026-04-26 22:30:51,,addr_3263,23.78,1.83
ship_000732,ord_145046,DHL,TRK587282306,standard,shipped,2026-04-20 02:29:01,2026-04-22 02:29:01,2026-04-22 02:29:01,addr_5376,9.34,12.6
ship_000733,ord_795514,UPS,TRK357199007,standard,in_transit,2026-04-13 23:52:43,2026-04-16 23:52:43,2026-04-16 23:52:43,addr_4881,47.22,16.76
ship_000734,ord_339005,USPS,TRK362224674,express,in_transit,2026-04-06 06:54:16,2026-04-13 06:54:16,,addr_6114,19.7,9.54
ship_000735,ord_205089,Aramex,TRK971662755,overnight,pending_pickup,2026-04-18 14:14:28,2026-04-23 14:14:28,2026-04-23 14:14:28,addr_6413,6.73,4.23
ship_000736,ord_625611,Aramex,TRK566340724,standard,in_transit,2026-04-17 22:34:49,2026-04-24 22:34:49,2026-04-24 22:34:49,addr_1730,26.15,4.52
ship_000737,ord_692298,FedEx,TRK909303950,overnight,shipped,2026-04-15 18:31:42,2026-04-22 18:31:42,2026-04-22 18:31:42,addr_3606,21.79,16.23
ship_000738,ord_196138,USPS,TRK545053700,standard,returned,2026-04-13 20:32:38,2026-04-18 20:32:38,,addr_9149,7.67,18.09
ship_000739,ord_691800,FedEx,TRK214023987,economy,in_transit,2026-04-09 23:46:09,2026-04-12 23:46:09,,addr_3871,46.02,9.39
ship_000740,ord_273682,UPS,TRK522749023,express,in_transit,2026-04-22 17:12:51,2026-04-29 17:12:51,2026-04-29 17:12:51,addr_9554,10.3,6.3
ship_000741,ord_845573,FedEx,TRK356388422,overnight,returned,2026-04-20 08:15:49,2026-04-26 08:15:49,2026-04-26 08:15:49,addr_7085,9.35,3.02
ship_000742,ord_231873,UPS,TRK213971325,standard,returned,2026-04-11 23:07:17,2026-04-18 23:07:17,,addr_6351,18.12,8.35
ship_000743,ord_715958,FedEx,TRK457915138,economy,pending_pickup,2026-04-10 15:29:00,2026-04-12 15:29:00,,addr_6838,33.84,9.2
ship_000744,ord_111565,DHL,TRK345671073,economy,returned,2026-04-18 07:50:00,2026-04-21 07:50:00,,addr_4268,19.54,17.07
ship_000745,ord_198737,FedEx,TRK924371345,economy,pending_pickup,2026-04-12 07:20:59,2026-04-15 07:20:59,2026-04-15 07:20:59,addr_9446,12.07,4.61
ship_000746,ord_334791,Aramex,TRK314177755,economy,pending_pickup,2026-04-23 23:33:03,2026-04-28 23:33:03,2026-04-28 23:33:03,addr_8649,23.49,2.7
ship_000747,ord_276173,UPS,TRK686237438,overnight,shipped,2026-04-23 18:12:14,2026-04-30 18:12:14,,addr_2462,48.64,3.43
ship_000748,ord_912655,DHL,TRK442277313,overnight,in_transit,2026-04-13 02:17:37,2026-04-19 02:17:37,2026-04-19 02:17:37,addr_8377,26.88,9.26
ship_000749,ord_965321,UPS,TRK594546644,standard,returned,2026-04-18 03:49:31,2026-04-25 03:49:31,2026-04-25 03:49:31,addr_6511,25.22,19.75
ship_000750,ord_443869,FedEx,TRK294507021,overnight,shipped,2026-04-11 08:55:32,2026-04-14 08:55:32,2026-04-14 08:55:32,addr_6669,31.98,4.21
ship_000751,ord_740776,Aramex,TRK166920391,standard,returned,2026-04-12 23:03:08,2026-04-18 23:03:08,2026-04-18 23:03:08,addr_2382,23.94,18.28
ship_000752,ord_146021,UPS,TRK155153376,economy,shipped,2026-04-11 05:00:26,2026-04-13 05:00:26,2026-04-13 05:00:26,addr_3706,47.89,18.01
ship_000753,ord_240804,Aramex,TRK542570025,overnight,returned,2026-04-14 05:06:47,2026-04-19 05:06:47,2026-04-19 05:06:47,addr_9697,34.42,2.92
ship_000754,ord_919903,FedEx,TRK102884946,express,in_transit,2026-04-05 23:22:35,2026-04-08 23:22:35,2026-04-08 23:22:35,addr_6973,43.48,12.87
ship_000755,ord_966786,USPS,TRK688152529,overnight,pending_pickup,2026-04-21 09:14:08,2026-04-25 09:14:08,2026-04-25 09:14:08,addr_2140,6.26,0.57
ship_000756,ord_410772,USPS,TRK503744591,overnight,pending_pickup,2026-04-08 22:49:37,2026-04-15 22:49:37,2026-04-15 22:49:37,addr_9572,7.54,14.11
ship_000757,ord_603928,DHL,TRK720340766,express,in_transit,2026-04-20 01:46:56,2026-04-25 01:46:56,2026-04-25 01:46:56,addr_6649,30.88,4.4
ship_000758,ord_504023,Aramex,TRK347642393,overnight,returned,2026-04-25 03:20:26,2026-04-28 03:20:26,2026-04-28 03:20:26,addr_6583,45.45,17.35
ship_000759,ord_796326,UPS,TRK604346624,overnight,in_transit,2026-04-08 17:24:06,2026-04-14 17:24:06,2026-04-14 17:24:06,addr_9607,27.31,15.01
ship_000760,ord_960869,DHL,TRK305376212,overnight,in_transit,2026-04-07 23:01:23,2026-04-12 23:01:23,2026-04-12 23:01:23,addr_2338,10.39,15.8
ship_000761,ord_310642,USPS,TRK211941972,standard,returned,2026-04-12 00:14:05,2026-04-17 00:14:05,2026-04-17 00:14:05,addr_3179,49.09,16.86
ship_000762,ord_721080,Aramex,TRK472845445,standard,in_transit,2026-04-06 04:48:21,2026-04-12 04:48:21,2026-04-12 04:48:21,addr_2295,10.62,7.04
ship_000763,ord_443483,USPS,TRK718379206,economy,shipped,2026-04-11 06:16:40,2026-04-13 06:16:40,2026-04-13 06:16:40,addr_7353,44.69,7.08
ship_000764,ord_831356,FedEx,TRK814712052,overnight,returned,2026-04-23 21:54:23,2026-04-28 21:54:23,2026-04-28 21:54:23,addr_5846,29.16,15.21
ship_000765,ord_765606,FedEx,TRK578114143,standard,in_transit,2026-04-06 21:09:45,2026-04-13 21:09:45,2026-04-13 21:09:45,addr_2128,43.27,7.1
ship_000766,ord_245284,FedEx,TRK190439023,express,delivered,2026-04-21 11:11:52,2026-04-28 11:11:52,2026-04-28 11:11:52,addr_6272,7.17,6.15
ship_000767,ord_784533,FedEx,TRK237767609,overnight,returned,2026-04-18 05:37:22,2026-04-22 05:37:22,,addr_1950,13.88,7.58
ship_000768,ord_405378,Aramex,TRK881541923,standard,shipped,2026-04-15 10:59:31,2026-04-18 10:59:31,2026-04-18 10:59:31,addr_5213,30.79,13.5
ship_000769,ord_732019,DHL,TRK980704168,express,pending_pickup,2026-04-18 14:52:16,2026-04-25 14:52:16,,addr_1588,29.86,18.21
ship_000770,ord_174847,UPS,TRK229341319,express,delivered,2026-04-12 22:50:45,2026-04-15 22:50:45,2026-04-15 22:50:45,addr_4407,11.35,7.3
ship_000771,ord_607942,DHL,TRK179915774,standard,shipped,2026-04-20 20:26:42,2026-04-24 20:26:42,,addr_9767,22.05,3.16
ship_000772,ord_480603,UPS,TRK425032083,economy,delivered,2026-04-08 11:44:09,2026-04-12 11:44:09,,addr_4961,47.67,19.26
ship_000773,ord_100109,USPS,TRK861519716,overnight,returned,2026-04-23 01:12:11,2026-04-27 01:12:11,2026-04-27 01:12:11,addr_6519,21.09,8.34
ship_000774,ord_529641,Aramex,TRK935243199,express,pending_pickup,2026-04-12 15:12:46,2026-04-17 15:12:46,2026-04-17 15:12:46,addr_2118,38.21,19.31
ship_000775,ord_821051,USPS,TRK714780628,economy,in_transit,2026-04-10 01:43:19,2026-04-17 01:43:19,,addr_1091,30.42,14.33
ship_000776,ord_756441,UPS,TRK929966516,standard,pending_pickup,2026-04-23 14:34:33,2026-04-30 14:34:33,2026-04-30 14:34:33,addr_4285,40.84,2.54
ship_000777,ord_666220,DHL,TRK881030803,standard,in_transit,2026-04-19 22:56:42,2026-04-22 22:56:42,2026-04-22 22:56:42,addr_6628,7.48,2.49
ship_000778,ord_322208,Aramex,TRK294160634,economy,shipped,2026-04-21 13:55:15,2026-04-28 13:55:15,2026-04-28 13:55:15,addr_4741,15.48,18.21
ship_000779,ord_606323,UPS,TRK917980008,express,shipped,2026-04-19 03:42:07,2026-04-21 03:42:07,2026-04-21 03:42:07,addr_5659,45.41,4.64
ship_000780,ord_728083,DHL,TRK164248679,standard,returned,2026-04-24 08:00:26,2026-04-30 08:00:26,2026-04-30 08:00:26,addr_4998,45.83,17.28
ship_000781,ord_708515,Aramex,TRK907790125,express,returned,2026-04-25 05:12:51,2026-04-29 05:12:51,2026-04-29 05:12:51,addr_3379,48.59,12.12
ship_000782,ord_879259,USPS,TRK990776545,economy,pending_pickup,2026-04-11 05:40:06,2026-04-15 05:40:06,2026-04-15 05:40:06,addr_6800,41.29,11.1
ship_000783,ord_837298,Aramex,TRK130716956,standard,in_transit,2026-04-09 07:50:42,2026-04-11 07:50:42,,addr_1968,24.56,14.15
ship_000784,ord_837654,DHL,TRK549625056,express,in_transit,2026-04-07 08:45:03,2026-04-12 08:45:03,2026-04-12 08:45:03,addr_5293,46.96,2.9
ship_000785,ord_962127,Aramex,TRK629016927,overnight,pending_pickup,2026-04-11 01:01:17,2026-04-16 01:01:17,,addr_1926,26.09,12.9
ship_000786,ord_634240,UPS,TRK778631128,express,pending_pickup,2026-04-14 16:21:41,2026-04-18 16:21:41,2026-04-18 16:21:41,addr_8969,34.87,17.55
ship_000787,ord_405374,UPS,TRK305445430,express,returned,2026-04-16 06:12:01,2026-04-23 06:12:01,2026-04-23 06:12:01,addr_4843,14.8,15.98
ship_000788,ord_567501,DHL,TRK257591818,overnight,returned,2026-04-14 02:01:32,2026-04-17 02:01:32,,addr_5495,24.58,18.84
ship_000789,ord_620412,DHL,TRK740494366,overnight,returned,2026-04-16 14:21:02,2026-04-21 14:21:02,,addr_9995,24.36,11.4
ship_000790,ord_729264,UPS,TRK196294868,overnight,pending_pickup,2026-04-24 19:10:24,2026-04-29 19:10:24,2026-04-29 19:10:24,addr_1377,43.99,9.05
ship_000791,ord_197393,UPS,TRK330195744,standard,delivered,2026-04-17 03:37:09,2026-04-20 03:37:09,2026-04-20 03:37:09,addr_5741,8.48,3.77
ship_000792,ord_914653,Aramex,TRK930924234,standard,returned,2026-04-13 10:24:08,2026-04-16 10:24:08,,addr_1036,36.21,2.54
ship_000793,ord_220346,Aramex,TRK893102842,express,pending_pickup,2026-04-25 14:13:15,2026-04-30 14:13:15,2026-04-30 14:13:15,addr_6000,44.35,12.26
ship_000794,ord_226983,Aramex,TRK133155666,economy,in_transit,2026-04-21 08:24:45,2026-04-28 08:24:45,2026-04-28 08:24:45,addr_7020,9.68,15.82
ship_000795,ord_224467,Aramex,TRK410638265,standard,returned,2026-04-10 08:31:16,2026-04-15 08:31:16,2026-04-15 08:31:16,addr_5155,40.16,9.46
ship_000796,ord_824241,UPS,TRK165782850,express,returned,2026-04-16 16:18:34,2026-04-21 16:18:34,2026-04-21 16:18:34,addr_6912,23.0,19.73
ship_000797,ord_533522,DHL,TRK240649247,overnight,shipped,2026-04-16 08:44:39,2026-04-22 08:44:39,2026-04-22 08:44:39,addr_9969,20.47,0.98
ship_000798,ord_776335,UPS,TRK508318374,standard,returned,2026-04-13 08:59:00,2026-04-19 08:59:00,2026-04-19 08:59:00,addr_6909,27.84,3.28
ship_000799,ord_897387,Aramex,TRK390006376,overnight,returned,2026-04-07 11:46:36,2026-04-12 11:46:36,2026-04-12 11:46:36,addr_5015,29.04,14.35
ship_000800,ord_298781,DHL,TRK875779654,economy,shipped,2026-04-13 08:44:11,2026-04-15 08:44:11,2026-04-15 08:44:11,addr_2923,11.83,1.07
ship_000801,ord_405796,Aramex,TRK424861797,economy,in_transit,2026-04-15 12:30:34,2026-04-21 12:30:34,,addr_9033,24.72,12.05
ship_000802,ord_678148,UPS,TRK920685344,overnight,in_transit,2026-04-23 00:54:22,2026-04-26 00:54:22,2026-04-26 00:54:22,addr_9412,16.98,18.27
ship_000803,ord_873652,Aramex,TRK531282813,express,returned,2026-04-21 22:01:27,2026-04-24 22:01:27,2026-04-24 22:01:27,addr_7587,38.56,15.28
ship_000804,ord_503953,Aramex,TRK220776878,express,shipped,2026-04-09 00:36:20,2026-04-11 00:36:20,,addr_5855,8.14,15.14
ship_000805,ord_290671,UPS,TRK625938315,overnight,delivered,2026-04-07 22:56:47,2026-04-13 22:56:47,2026-04-13 22:56:47,addr_5485,32.16,14.39
ship_000806,ord_410284,FedEx,TRK742182025,economy,delivered,2026-04-24 23:27:26,2026-04-27 23:27:26,2026-04-27 23:27:26,addr_4206,12.03,13.3
ship_000807,ord_283752,USPS,TRK510888797,economy,pending_pickup,2026-04-25 10:41:20,2026-04-28 10:41:20,,addr_3080,35.47,17.2
ship_000808,ord_879449,UPS,TRK774453793,economy,pending_pickup,2026-04-12 17:04:34,2026-04-16 17:04:34,,addr_6734,12.5,6.72
ship_000809,ord_601072,FedEx,TRK315797921,economy,shipped,2026-04-07 20:23:14,2026-04-09 20:23:14,2026-04-09 20:23:14,addr_5171,29.05,6.02
ship_000810,ord_652364,DHL,TRK484010834,express,shipped,2026-04-18 15:30:37,2026-04-22 15:30:37,,addr_2742,28.57,10.79
ship_000811,ord_580660,FedEx,TRK400725888,economy,in_transit,2026-04-19 13:19:36,2026-04-26 13:19:36,2026-04-26 13:19:36,addr_2458,16.68,3.81
ship_000812,ord_851433,USPS,TRK114757455,standard,delivered,2026-04-09 02:19:38,2026-04-16 02:19:38,2026-04-16 02:19:38,addr_3785,6.21,16.72
ship_000813,ord_992157,UPS,TRK873377983,overnight,shipped,2026-04-22 00:09:06,2026-04-25 00:09:06,,addr_8066,12.73,10.77
ship_000814,ord_303774,USPS,TRK357163350,overnight,returned,2026-04-21 16:06:23,2026-04-28 16:06:23,2026-04-28 16:06:23,addr_8836,18.31,3.67
ship_000815,ord_989865,FedEx,TRK773631347,economy,delivered,2026-04-23 10:53:01,2026-04-30 10:53:01,2026-04-30 10:53:01,addr_3216,16.67,11.52
ship_000816,ord_817078,UPS,TRK156333101,express,shipped,2026-04-19 03:09:08,2026-04-23 03:09:08,2026-04-23 03:09:08,addr_8823,6.35,18.52
ship_000817,ord_251727,USPS,TRK969644444,economy,pending_pickup,2026-04-10 16:52:45,2026-04-13 16:52:45,2026-04-13 16:52:45,addr_6794,38.82,9.01
ship_000818,ord_452377,DHL,TRK994803187,standard,returned,2026-04-24 01:24:16,2026-04-26 01:24:16,2026-04-26 01:24:16,addr_5735,19.26,3.68
ship_000819,ord_778426,USPS,TRK167084760,overnight,delivered,2026-04-22 13:54:38,2026-04-24 13:54:38,,addr_2084,38.67,16.53
ship_000820,ord_552180,FedEx,TRK403864578,express,pending_pickup,2026-04-20 08:38:21,2026-04-24 08:38:21,2026-04-24 08:38:21,addr_9730,42.73,18.96
ship_000821,ord_349579,UPS,TRK813719260,overnight,returned,2026-04-08 18:34:59,2026-04-13 18:34:59,,addr_5625,28.5,19.92
ship_000822,ord_260729,Aramex,TRK526529609,economy,returned,2026-04-05 16:48:17,2026-04-10 16:48:17,,addr_8195,48.48,11.78
ship_000823,ord_144053,FedEx,TRK359964681,express,pending_pickup,2026-04-14 15:06:21,2026-04-16 15:06:21,2026-04-16 15:06:21,addr_4453,45.21,7.2
ship_000824,ord_113452,UPS,TRK284251781,economy,returned,2026-04-23 00:24:03,2026-04-27 00:24:03,,addr_9529,12.48,9.49
ship_000825,ord_561392,DHL,TRK314244932,economy,delivered,2026-04-15 17:37:37,2026-04-17 17:37:37,,addr_5235,49.1,11.21
ship_000826,ord_378681,USPS,TRK395678950,standard,pending_pickup,2026-04-19 04:07:31,2026-04-21 04:07:31,,addr_3845,24.07,10.09
ship_000827,ord_238726,Aramex,TRK234637585,overnight,shipped,2026-04-20 05:48:40,2026-04-25 05:48:40,2026-04-25 05:48:40,addr_8734,11.66,18.37
ship_000828,ord_426113,USPS,TRK760582852,economy,delivered,2026-04-08 22:08:14,2026-04-12 22:08:14,2026-04-12 22:08:14,addr_4182,44.43,19.96
ship_000829,ord_223938,DHL,TRK846462941,standard,delivered,2026-04-12 20:23:43,2026-04-17 20:23:43,,addr_6069,21.27,1.84
ship_000830,ord_500021,DHL,TRK905630685,economy,in_transit,2026-04-19 02:55:40,2026-04-21 02:55:40,,addr_9241,17.38,12.11
ship_000831,ord_293143,FedEx,TRK665447787,standard,returned,2026-04-25 08:39:45,2026-04-30 08:39:45,,addr_7400,31.44,6.04
ship_000832,ord_754012,DHL,TRK824591167,overnight,delivered,2026-04-08 05:57:09,2026-04-14 05:57:09,,addr_7625,40.08,2.09
ship_000833,ord_497245,Aramex,TRK556901303,economy,in_transit,2026-04-15 01:38:36,2026-04-18 01:38:36,2026-04-18 01:38:36,addr_6844,39.82,11.83
ship_000834,ord_703746,DHL,TRK841080403,overnight,returned,2026-04-10 02:33:41,2026-04-12 02:33:41,2026-04-12 02:33:41,addr_1836,10.23,10.97
ship_000835,ord_611962,USPS,TRK743070673,economy,delivered,2026-04-23 19:31:01,2026-04-26 19:31:01,2026-04-26 19:31:01,addr_2231,17.28,8.39
ship_000836,ord_852383,USPS,TRK384166862,economy,shipped,2026-04-11 02:51:53,2026-04-15 02:51:53,2026-04-15 02:51:53,addr_4898,41.82,8.97
ship_000837,ord_185224,DHL,TRK939732575,standard,shipped,2026-04-24 07:55:56,2026-04-29 07:55:56,2026-04-29 07:55:56,addr_2778,42.75,6.55
ship_000838,ord_856345,Aramex,TRK929431871,express,delivered,2026-04-12 01:25:41,2026-04-18 01:25:41,,addr_7693,5.03,9.21
ship_000839,ord_392128,UPS,TRK625965421,express,pending_pickup,2026-04-25 00:50:27,2026-04-30 00:50:27,2026-04-30 00:50:27,addr_5779,13.92,8.89
ship_000840,ord_830261,FedEx,TRK354845007,express,pending_pickup,2026-04-11 18:37:36,2026-04-17 18:37:36,2026-04-17 18:37:36,addr_7982,33.98,12.32
ship_000841,ord_996634,USPS,TRK864216717,express,returned,2026-04-07 05:09:03,2026-04-09 05:09:03,2026-04-09 05:09:03,addr_9839,5.81,2.19
ship_000842,ord_124214,USPS,TRK882964616,economy,pending_pickup,2026-04-17 23:26:19,2026-04-24 23:26:19,2026-04-24 23:26:19,addr_7563,34.49,13.7
ship_000843,ord_575612,Aramex,TRK690797445,standard,returned,2026-04-07 19:34:43,2026-04-09 19:34:43,2026-04-09 19:34:43,addr_3677,37.5,12.38
ship_000844,ord_378676,DHL,TRK874344242,overnight,returned,2026-04-16 16:25:44,2026-04-20 16:25:44,2026-04-20 16:25:44,addr_9185,9.48,7.72
ship_000845,ord_889838,FedEx,TRK125417557,standard,shipped,2026-04-17 09:31:25,2026-04-23 09:31:25,,addr_7762,25.62,2.5
ship_000846,ord_242755,Aramex,TRK697471013,economy,pending_pickup,2026-04-15 02:45:35,2026-04-22 02:45:35,2026-04-22 02:45:35,addr_3411,38.86,17.07
ship_000847,ord_825760,USPS,TRK293252510,express,delivered,2026-04-21 00:27:11,2026-04-23 00:27:11,2026-04-23 00:27:11,addr_8126,46.67,2.24
ship_000848,ord_330073,UPS,TRK454370175,standard,shipped,2026-04-17 16:43:09,2026-04-21 16:43:09,2026-04-21 16:43:09,addr_3050,8.68,4.55
ship_000849,ord_886489,Aramex,TRK259015782,express,pending_pickup,2026-04-13 11:00:42,2026-04-19 11:00:42,2026-04-19 11:00:42,addr_9264,33.9,1.79
ship_000850,ord_101974,DHL,TRK226111301,economy,shipped,2026-04-22 00:19:42,2026-04-26 00:19:42,2026-04-26 00:19:42,addr_9659,43.7,7.05
ship_000851,ord_970438,USPS,TRK111961280,overnight,shipped,2026-04-14 00:56:21,2026-04-20 00:56:21,,addr_3326,31.37,4.16
ship_000852,ord_104684,USPS,TRK285158386,economy,in_transit,2026-04-07 05:41:02,2026-04-09 05:41:02,,addr_6108,17.17,3.96
ship_000853,ord_763741,UPS,TRK445935447,standard,pending_pickup,2026-04-23 01:37:40,2026-04-29 01:37:40,2026-04-29 01:37:40,addr_1121,42.12,7.12
ship_000854,ord_266351,DHL,TRK373241646,standard,in_transit,2026-04-15 13:55:37,2026-04-19 13:55:37,2026-04-19 13:55:37,addr_1599,38.13,15.26
ship_000855,ord_608586,Aramex,TRK660076316,express,returned,2026-04-09 12:50:51,2026-04-16 12:50:51,2026-04-16 12:50:51,addr_5895,40.85,2.33
ship_000856,ord_586917,UPS,TRK621145555,express,in_transit,2026-04-11 19:49:17,2026-04-16 19:49:17,2026-04-16 19:49:17,addr_7789,23.38,12.14
ship_000857,ord_999734,FedEx,TRK594646747,economy,in_transit,2026-04-07 05:05:55,2026-04-10 05:05:55,,addr_6552,12.42,9.73
ship_000858,ord_318864,USPS,TRK893664369,economy,pending_pickup,2026-04-16 10:04:30,2026-04-23 10:04:30,,addr_7248,24.73,11.59
ship_000859,ord_781263,FedEx,TRK306336045,standard,returned,2026-04-20 23:46:30,2026-04-22 23:46:30,,addr_1066,12.61,3.72
ship_000860,ord_723369,Aramex,TRK481590399,standard,in_transit,2026-04-18 03:40:41,2026-04-23 03:40:41,2026-04-23 03:40:41,addr_5858,16.96,5.61
ship_000861,ord_869555,DHL,TRK953154119,overnight,in_transit,2026-04-06 02:41:00,2026-04-10 02:41:00,,addr_4808,10.97,8.52
ship_000862,ord_893979,DHL,TRK569051666,standard,in_transit,2026-04-12 10:49:04,2026-04-19 10:49:04,,addr_7294,46.02,17.06
ship_000863,ord_297941,Aramex,TRK919786754,express,returned,2026-04-13 13:57:28,2026-04-19 13:57:28,2026-04-19 13:57:28,addr_9018,33.34,6.46
